CityName,PinCode,Name of Location ,State Name,Region,COD,Provider,zone_id
Mumbai,400060,Jogeshwari,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400061,Andheri,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400062,Goregaon,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400063,Goregaon,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400064,Malad,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400065,Malad,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400066,Borivli,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400067,Kandivli,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400068,Dahisar,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400069,Andheri,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400070,Kurla,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400071,Chembur,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400072,Andheri,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400074,Chembur,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400075,Ghatkopar,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400076,Powai,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400077,Ghatkopar,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400078,Bhandup,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400079,Vikhroli,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400080,Mulund,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400081,Mulund,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400082,Mulund,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400083,Ghatkopar,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400084,Ghatkopar,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400085,Ghatkopar,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400086,Ghatkopar,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400087,Niite,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400088,Govandi,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400089,Chembur,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400090,Goregaon,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400091,Borivli,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400092,Borivli,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400093,Andheri,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400094,Anushakti Nagar,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400095,Malad,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400096,Seepz,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400097,Malad,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400098,Santacruz,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400099,Airport,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400101,Kandivli,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400102,Kandivli,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400103,Borivli,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,400104,Borivli,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400601,Thane,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400602,Thane,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400603,Thane,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400604,Thane,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400605,Thane,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400606,Thane,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400607,Thane,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400608,Thane,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400609,Thane,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400610,Thane,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400614,Belapur,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400701,Ghansoli,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400703,Vashi,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400705,Sanpada,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400706,Nerul,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400708,Airoli,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400709,Aairoli,Maharashtra,WEST,Y,ARAMEX,1493
Thane,400710,Mhape,Maharashtra,WEST,Y,ARAMEX,1493
Thane,401101,Bhayander,Maharashtra,WEST,Y,ARAMEX,1493
Thane,401102,Navghar,Maharashtra,WEST,Y,ARAMEX,1493
Thane,401105,Bhayander,Maharashtra,WEST,Y,ARAMEX,1493
Thane,401107,Mir Road,Maharashtra,WEST,Y,ARAMEX,1493
Thane,401201,Vasai,Maharashtra,WEST,Y,ARAMEX,1493
Thane,401202,Vasai,Maharashtra,WEST,Y,ARAMEX,1493
Thane,401203,Nalasopara,Maharashtra,WEST,Y,ARAMEX,1493
Vasai,401205,Mumbai,Maharashtra,West,Y,ARAMEX,1493
Thane,401207,Naigaon,Maharashtra,WEST,Y,ARAMEX,1493
Thane,401208,Valiv,Maharashtra,WEST,Y,ARAMEX,1493
Thane,401209,Nalasopara,Maharashtra,WEST,Y,ARAMEX,1493
Mumbai,401210,Mumbai,Maharashtra,West,Y,ARAMEX,1493
Thane,401302,Mumbai,Maharashtra,West,Y,ARAMEX,1493
Thane,401303,Virar (E),Maharashtra,WEST,Y,ARAMEX,1493
North Goa,403001,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403002,Goa,Goa,WEST,Y,ARAMEX,1484
Goa,403003,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403004,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403005,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403006,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403101,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403104,Goa,Goa,West,Y,ARAMEX,1484
North Goa,403108,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403109,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403110,Goa,Goa,WEST,Y,ARAMEX,1484
Altc Betim,403112,Altc Betim,Goa,WEST,Y,ARAMEX,1484
North Goa,403114,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403115,Goa,Goa,West,Y,ARAMEX,1484
North Goa,403201,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403202,Goa,Goa,West,Y,ARAMEX,1484
North Goa,403203,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403204,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403206,Goa,Goa,West,Y,ARAMEX,1484
Mapuca Ind Estate (New),403325,Mapuca Ind Estate (New),Goa,WEST,Y,ARAMEX,1484
South Goa,403401,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403402,Panjim,Goa,West,N,ARAMEX,1484
South Goa,403404,Goa,Goa,WEST,Y,ARAMEX,1484
Goa,403405,Goa,Goa,West,Y,ARAMEX,1484
South Goa,403406,Goa,Goa,West,Y,ARAMEX,1484
North Goa,403407,Goa,Goa,West,Y,ARAMEX,1484
South Goa,403409,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403501,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403502,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403507,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403509,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403510,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403511,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403513,Goa,Goa,West,Y,ARAMEX,1484
Goa,403514,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403515,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403516,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403517,Siolim,Goa,WEST,Y,ARAMEX,1484
Goa,403518,Goa,Goa,WEST,Y,ARAMEX,1484
Goa,403519,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403521,Goa,Goa,WEST,Y,ARAMEX,1484
North Goa,403526,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403601,Verna,Goa,West,N,ARAMEX,1484
South Goa,403602,Goa,Goa,West,Y,ARAMEX,1484
South Goa,403604,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403703,Cuncolim,Goa,WEST,Y,ARAMEX,1484
South Goa,403707,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403708,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403709,Curotorim,Goa,WEST,Y,ARAMEX,1484
South Goa,403711,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403712,Goa,Goa,West,Y,ARAMEX,1484
South Goa,403713,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403716,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403717,Goa,Goa,West,Y,ARAMEX,1484
South Goa,403721,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403722,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403726,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403729,Navelim Camp,Goa,WEST,Y,ARAMEX,1484
South Goa,403731,Goa,Goa,West,Y,ARAMEX,1484
South Goa,403801,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403802,Goa,Goa,West,Y,ARAMEX,1484
South Goa,403803,Goa,Goa,WEST,Y,ARAMEX,1484
South Goa,403804,Goa,Goa,West,Y,ARAMEX,1484
South Goa,403806,Goa,Goa,West,Y,ARAMEX,1484
Raigarh,410210,Kharghar,Maharashtra,WEST,Y,ARAMEX,1493
Pune,410401,Lonavala,Maharashtra,WEST,N,ARAMEX,1493
Pune,410405,Lonavala,Maharashtra,WEST,N,ARAMEX,1493
Pune,410501,Chakan,Maharashtra,West,N,ARAMEX,1493
Pune,410505,Chakan,Maharashtra,West,N,ARAMEX,1493
Pune,410507,Lonavala,Maharashtra,WEST,N,ARAMEX,1493
Pune,411001,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411002,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411003,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411004,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411005,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411006,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411007,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411008,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411009,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411010,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411011,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411012,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411013,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411014,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411015,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411016,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411017,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411018,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411019,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411020,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411021,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411022,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411026,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411027,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411028,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411029,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411030,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411031,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411032,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411033,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411034,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411035,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411036,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411037,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411038,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411039,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411040,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411041,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411042,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411043,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411044,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411045,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411046,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411047,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411048,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411051,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411052,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411053,Pune,Maharashtra,WEST,Y,ARAMEX,1493
Pune,411057,Pimpri And Chinchwad,Maharashtra,West,N,ARAMEX,1493
Pune,411058,Kothrud(Pune),Maharashtra,West,N,ARAMEX,1493
Pune,411111,Pune,Maharashtra,West,N,ARAMEX,1493
Viman Nagar,411201,Viman Nagar,Maharashtra,West,N,ARAMEX,1493
Pune,412101,Lonavala,Maharashtra,WEST,N,ARAMEX,1493
Pune,412106,Lonavala,Maharashtra,WEST,N,ARAMEX,1493
Pirangut,412111,Pirangut,Maharashtra,West,N,ARAMEX,1493
Pune,412201,Pune,Maharashtra,WEST,N,ARAMEX,1493
Pune,412207,Pune,Maharashtra,WEST,N,ARAMEX,1493
Pune,412208,Sanaswadi,Maharashtra,West,N,ARAMEX,1493
Pune,412216,Sanaswadi,Maharashtra,West,N,ARAMEX,1493
Pune,412220,Sanaswadi,Maharashtra,West,N,ARAMEX,1493
Pune,412307,Manjari,Maharashtra,West,N,ARAMEX,1493
Pune,412308,Pune,Maharashtra,WEST,N,ARAMEX,1493
Satara,412803,Satara,Maharashtra,West,N,ARAMEX,1493
Satara,412805,Satara,Maharashtra,West,N,ARAMEX,1493
Satara,412806,Satara,Maharashtra,West,N,ARAMEX,1493
Solapur,413001,Solapur,Maharashtra,West,N,ARAMEX,1493
Solapur,413002,Solapur,Maharashtra,West,N,ARAMEX,1493
Solapur,413003,Solapur,Maharashtra,West,N,ARAMEX,1493
Solapur,413004,Solapur,Maharashtra,West,N,ARAMEX,1493
Solapur,413005,Solapur,Maharashtra,West,N,ARAMEX,1493
Solapur,413006,Solapur,Maharashtra,West,N,ARAMEX,1493
Solapur,413007,Solapur,Maharashtra,West,N,ARAMEX,1493
Solapur,413101,Solapur,Maharashtra,West,N,ARAMEX,1493
Latur,413512,Latur,Maharashtra,WEST,N,ARAMEX,1493
Ahmed Nagar,414001,Ahmednagar,Maharashtra,WEST,N,ARAMEX,1493
Ahmed Nagar,414002,Ahmednagar,Maharashtra,West,N,ARAMEX,1493
Ahmed Nagar,414003,Ahmednagar,Maharashtra,West,N,ARAMEX,1493
Ahmed Nagar,414005,Ahmednagar,Maharashtra,West,N,ARAMEX,1493
Ahmed Nagar,414111,Ahmednagar,Maharashtra,West,N,ARAMEX,1493
Satara,415001,Satara,Maharashtra,West,N,ARAMEX,1493
Satara,415002,Satara,Maharashtra,West,N,ARAMEX,1493
Satara,415003,Satara,Maharashtra,West,N,ARAMEX,1493
Satara,415004,Satara,Maharashtra,West,N,ARAMEX,1493
Satara,415110,Karad,Maharashtra,West,N,ARAMEX,1493
Sangli,415311,Sangli,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416001,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416002,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416003,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416004,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416005,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416006,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416007,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416008,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416009,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416010,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416012,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416101,Sangli,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416109,Ichalkarnji,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416115,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416116,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416117,Ichalkarnji,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416119,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416121,Ichalkarnji,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416122,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416129,Ichalkarnji,Maharashtra,West,N,ARAMEX,1493
Kolhapur,416234,Kolhapur,Maharashtra,West,N,ARAMEX,1493
Sangli,416301,Sangli,Maharashtra,West,N,ARAMEX,1493
Sangli,416310,Sangli,Maharashtra,West,N,ARAMEX,1493
Sangli,416406,Sangli,Maharashtra,West,N,ARAMEX,1493
Sangli,416410,Sangli,Maharashtra,West,N,ARAMEX,1493
Sangli,416415,Sangli,Maharashtra,West,N,ARAMEX,1493
Sangli,416416,Sangli,Maharashtra,West,N,ARAMEX,1493
Sangli,416436,Sangli,Maharashtra,West,N,ARAMEX,1493
Thane,421001,Ulhasnagar,Maharashtra,West,Y,ARAMEX,1493
Thane,421002,Ullasnagar,Maharashtra,West,Y,ARAMEX,1493
Ullasnagar,421003,Ullasnagar,Maharashtra,WEST,Y,ARAMEX,1493
Thane,421004,Ullasnagar,Maharashtra,West,Y,ARAMEX,1493
Thane,421005,Ullasnagar,Maharashtra,West,Y,ARAMEX,1493
Thane,421201,Dombivali,Maharashtra,WEST,Y,ARAMEX,1493
Thane,421202,Dombivli,Maharashtra,WEST,Y,ARAMEX,1493
Thane,421203,Dombivli,Maharashtra,WEST,Y,ARAMEX,1493
Thane,421204,Kalyan,Maharashtra,WEST,Y,ARAMEX,1493
Thane,421301,Kalyan,Maharashtra,WEST,Y,ARAMEX,1493
Thane,421302,Bhiwandi,Maharashtra,WEST,Y,ARAMEX,1493
Thane,421306,Mumbai,Maharashtra,WEST,Y,ARAMEX,1493
Thane,421501,Ambernath,Maharashtra,WEST,Y,ARAMEX,1493
Thane,421502,Ambernath,Maharashtra,West,Y,ARAMEX,1493
Thane,421503,Badlapur,Maharashtra,WEST,Y,ARAMEX,1493
Nashik,422001,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422002,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422003,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422004,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422005,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422006,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422007,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422008,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422009,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422010,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422011,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422013,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422101,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422102,Nasik Road,Maharashtra,West,N,ARAMEX,1493
Nashik,422103,Nasik,Maharashtra,West,N,ARAMEX,1493
Nashik,422105,Nasik,Maharashtra,West,Y,ARAMEX,1493
Nashik,422113,Nasik Road,Maharashtra,West,N,ARAMEX,1493
Nashik,422206,Nasik,Maharashtra,West,N,ARAMEX,1493
Nashik,422207,Nasik,Maharashtra,West,N,ARAMEX,1493
Nashik,422209,Nasik,Maharashtra,West,N,ARAMEX,1493
Nashik,422221,Nasik,Maharashtra,West,N,ARAMEX,1493
Nashik,422305,Nasik,Maharashtra,West,N,ARAMEX,1493
Nashik,422306,Nasik,Maharashtra,West,N,ARAMEX,1493
Nashik,422402,Nasik,Maharashtra,West,N,ARAMEX,1493
Nashik,422403,Nasik,Maharashtra,West,N,ARAMEX,1493
Nashik,423101,Nasik,Maharashtra,West,N,ARAMEX,1493
Nashik,423105,Nasik,Maharashtra,West,N,ARAMEX,1493
Nashik,423106,Nasik,Maharashtra,West,N,ARAMEX,1493
Dhule,424001,Dhule,Maharashtra,West,N,ARAMEX,1493
Dhule,424002,Dhule,Maharashtra,West,N,ARAMEX,1493
Dhule,424003,Dhule,Maharashtra,West,N,ARAMEX,1493
Dhule,424004,Dhule,Maharashtra,West,N,ARAMEX,1493
Dhule,424006,Dhule,Maharashtra,West,N,ARAMEX,1493
Jalgaon,424101,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,424105,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,424201,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,424206,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Dhule,424311,Dhule,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425001,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425002,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425003,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425105,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425107,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425109,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425111,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425201,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425301,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425305,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425306,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425307,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425401,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Dhule,425405,Dhule,Maharashtra,West,N,ARAMEX,1493
Dhule,425408,Dhule,Maharashtra,West,N,ARAMEX,1493
Nandurbar,425412,Dhule,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425502,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Jalgaon,425503,Jalgaon,Maharashtra,West,N,ARAMEX,1493
Aurangabad,431001,Aurangabad,Maharashtra,West,N,ARAMEX,1493
Aurangabad,431002,Aurangabad,Maharashtra,West,N,ARAMEX,1493
Aurangabad,431003,Aurangabad,Maharashtra,West,N,ARAMEX,1493
Aurangabad,431004,Aurangabad,Maharashtra,West,N,ARAMEX,1493
Aurangabad,431005,Aurangabad,Maharashtra,West,N,ARAMEX,1493
Aurangabad,431006,Aurangabad,Maharashtra,West,N,ARAMEX,1493
Aurangabad,431007,Aurangabad,Maharashtra,West,N,ARAMEX,1493
Aurangabad,431102,Aurangabad,Maharashtra,West,N,ARAMEX,1493
Aurangabad,431133,Aurangabad,Maharashtra,West,N,ARAMEX,1493
Aurangabad,431136,Aurangabad,Maharashtra,West,N,ARAMEX,1493
Jalna,431203,Jalna,Maharashtra,West,N,ARAMEX,1493
Jalna,431203,Jalna,Maharashtra,West,N,ARAMEX,1493
Chikhalthana I A,431210,Aurangabad,Maharashtra,West,N,ARAMEX,1493
Parbhani,431401,Parbhani,Maharashtra,West,N,ARAMEX,1493
Nanded,431601,Nanded,Maharashtra,West,N,ARAMEX,1493
Nanded,431602,Nanded,Maharashtra,West,N,ARAMEX,1493
Nanded,431603,Nanded,Maharashtra,West,N,ARAMEX,1493
Nanded,431604,Nanded,Maharashtra,West,N,ARAMEX,1493
Nagpur,440001,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440002,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440003,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440004,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440005,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440006,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440007,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440008,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440009,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440010,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440011,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440012,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440013,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440014,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440015,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440016,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440017,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440018,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440019,Nagpur,Maharashtra,WEST,N,ARAMEX,1493
Nagpur,440020,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440021,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440022,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440023,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440024,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440025,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440026,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440027,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440028,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440029,Nagpur,Maharashtra,WEST,N,ARAMEX,1493
Nagpur,440030,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440032,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440033,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440034,Nagpur,Maharashtra,WEST,Y,ARAMEX,1493
Nagpur,440035,Nagpur,Maharashtra,WEST,N,ARAMEX,1493
Nagpur,441001,Nagpur,Maharashtra,WEST,N,ARAMEX,1493
Nagpur,441002,Nagpur,Maharashtra,WEST,N,ARAMEX,1493
Nagpur,441122,Nagpur,Maharashtra,WEST,N,ARAMEX,1493
Wardha,442001,Wardha,Maharashtra,West,N,ARAMEX,1493
Wardha,442006,Wardha,Maharashtra,West,N,ARAMEX,1493
Chandrapur,442401,Chandrapur,Maharashtra,West,N,ARAMEX,1493
